BioProject	SRR_ID	sample_alias	group	class	condition	condition_original	condition_raw	srr_description	binary_split	exclude	in_prev_loso	prev_loso_ref	prev_loso_contrast	n_in_orig_condition	is_singleton	has_local_counts	organism	library_layout	annotation_status	annotation_confidence	annotation_basis	annotation_notes	source_url	manuscript_url
PRJNA416439	SRR6263359	HB23-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB23-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263360	HB25-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB25-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263362	HB14-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB14-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263364	HB12-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB12-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263366	HB13-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB13-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263368	HB10-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB10-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263370	HB11-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB11-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263372	HB9-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB9-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263374	HB1-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB1-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263376	HB3-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB3-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263378	HB5-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB5-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263380	HB6-N	1	control	control	adjacent_normal_liver_tissue	adjacent normal liver tissue	HB6-N | ssRNA-seq of Homo sapiens:adjacent normal liver tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263334	HB27-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB27-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263335	HB20-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB20-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263338	HB15-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB15-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263340	HB16-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB16-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263342	HB17-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB17-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263344	HB19-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB19-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263347	HB21-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB21-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263348	HB29-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB29-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263350	HB28-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB28-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263354	HB26-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB26-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263356	HB24-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB24-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263357	HB22-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB22-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263358	HB23-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB23-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263361	HB25-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB25-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263363	HB14-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB14-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263365	HB12-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB12-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263367	HB13-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB13-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263369	HB10-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB10-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263371	HB11-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB11-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263373	HB9-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB9-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263375	HB1-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB1-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263377	HB3-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB3-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263379	HB5-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB5-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA416439	SRR6263381	HB6-T	1	treatment	treatment	hepatoblastoma	hepatoblastoma tissue	HB6-T | ssRNA-seq of Homo sapiens:hepatoblastoma tissue	technical_control_vs_treatment		yes	adjacent_normal_liver_tissue	hepatoblastoma vs adjacent_normal_liver_tissue	24	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA416439	
PRJNA419934	SRR6334420	S04	1	control	control	sensitive_s04	sensitive S04	S04 | S04_RNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	1	yes	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334421	S03	1	control	control	sensitive_s03	sensitive S03	S03 | S03_RNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	2	no	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334422	S02	1	control	control	sensitive_s02	sensitive S02	S02 | S02_RNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	2	no	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334423	S01	1	control	control	sensitive_s01	sensitive S01	S01 | S01_RNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	1	yes	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334437	R16_step5	1	control	control	r16_step5	R16 step5	R16_step5 | R16_step5_scRNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	1	yes	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334442	S03	1	control	control	sensitive_s03	sensitive S03	S03 | S03_scRNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	2	no	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334443	S02	1	control	control	sensitive_s02	sensitive S02	S02 | S02_scRNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	2	no	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334444	R06_step5	1	control	control	r06_step5	R06 step5	R06_step5 | R06_step5_scRNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	1	yes	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334446	R14_step15a	1	control	control	r14_step15a	R14 step15a	R14_step15a | R14_step15a_scRNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	1	yes	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334448	parental	1	control	control	parental_caov3	parental / CAOV3	parental | parental_scRNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	2	no	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334449		1	control	control	parental_caov3	parental / CAOV3		technical_control_vs_treatment	no local counts	no	parental_caov3	r06_step15 vs parental_caov3	2	no	no	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334416	R16_step15	1	treatment	treatment	r16_step15	R16 step15	R16_step15 | R16_step15_RNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	2	no	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334417	R18_step15	1	treatment	treatment	r18_step15	R18 step15	R18_step15 | R18_step15_RNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	2	no	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334418	R06_step15	1	treatment	treatment	r06_step15	R06 step15	R06_step15 | R06_step15_RNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	2	no	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334419	R14_step15	1	treatment	treatment	r14_step15	R14 step15	R14_step15 | R14_step15_RNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	2	no	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
PRJNA419934	SRR6334436	R18_step15	1	treatment	treatment	r18_step15	R18 step15	R18_step15 | R18_step15_scRNAseq	technical_control_vs_treatment		yes	parental_caov3	r06_step15 vs parental_caov3	2	no	yes	Homo sapiens	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA419934	
